Season,Crop_Name,Total_Duration_Days,Total_Stages,Stage_1_Name,Stage_1_Days,Stage_2_Name,Stage_2_Days,Stage_3_Name,Stage_3_Days,Stage_4_Name,Stage_4_Days,Stage_5_Name,Stage_5_Days,Stage_6_Name,Stage_6_Days
Kharif,Dhan (Paddy),120-150,6,Nursery,25-30,Ropayi (Transplanting),5-7,Kalle Phootna (Tillering),30-35,Phool Aana (Flowering),25-30,Doodh Bharna (Milking),15-20,Pakna (Maturity),20-25
Kharif,Jute (Jute),120-150,5,Ankuran (Germination),10-15,Vridhi (Vegetative),50-60,Phool Aana (Flowering),20-30,Phali Banna (Pod Formation),25-30,Pakna (Maturity),15-20,
Kharif,Sanai (Sunn Hemp),90-120,5,Ankuran (Germination),7-10,Vridhi (Vegetative),35-45,Phool Aana (Flowering),20-25,Phali Banna (Pod Formation),20-30,Pakna (Maturity),10-15,
Kharif,Til (Sesame),85-105,5,Ankuran (Germination),7-10,Vridhi (Vegetative),30-35,Phool Aana (Flowering),20-25,Phali Banna (Pod Formation),20-25,Pakna (Maturity),10-15,
Kharif,Ragi (Finger Millet),100-120,5,Ankuran (Germination),7-10,Vridhi (Vegetative),35-45,Phool Aana (Flowering),20-25,Daana Bharna (Grain Filling),25-30,Pakna (Maturity),15-20,
Kharif,Lobia (Cowpea),75-90,5,Ankuran (Germination),5-7,Vridhi (Vegetative),25-30,Phool Aana (Flowering),15-20,Phali Banna (Pod Formation),20-25,Pakna (Maturity),10-12,
Kharif,Gwar (Cluster Bean),90-120,5,Ankuran (Germination),7-10,Vridhi (Vegetative),30-40,Phool Aana (Flowering),20-25,Phali Banna (Pod Formation),25-30,Pakna (Maturity),15-20,
Kharif,Bhindi (Lady Finger),50-60,5,Ankuran (Germination),5-7,Vridhi (Vegetative),15-20,Phool Aana (Flowering),10-15,Phal Banna (Fruiting),15-20,Tudayi (Harvesting),5-8,
Kharif,Baigan (Brinjal),60-80,5,Ankuran (Germination),10-15,Vridhi (Vegetative),25-30,Phool Aana (Flowering),15-20,Phal Banna (Fruiting),20-30,Tudayi (Harvesting),10-15,
Kharif,Tamatar (Tomato),70-90,5,Ankuran (Germination),10-15,Vridhi (Vegetative),25-30,Phool Aana (Flowering),15-20,Phal Banna (Fruiting),25-30,Pakna (Ripening),10-15,
Kharif,Mirch (Chilli),90-150,5,Ankuran (Germination),10-15,Vridhi (Vegetative),30-40,Phool Aana (Flowering),25-35,Phal Banna (Fruiting),35-50,Pakna (Ripening),15-25,
Kharif,Kheera (Cucumber),50-70,5,Ankuran (Germination),5-7,Vridhi (Vegetative),15-20,Phool Aana (Flowering),10-15,Phal Banna (Fruiting),15-25,Tudayi (Harvesting),5-10,
Kharif,Lauki (Bottle Gourd),60-80,5,Ankuran (Germination),5-7,Vridhi (Vegetative),20-25,Phool Aana (Flowering),10-15,Phal Banna (Fruiting),20-30,Tudayi (Harvesting),5-10,
Kharif,Tori (Ridge Gourd),55-70,5,Ankuran (Germination),5-7,Vridhi (Vegetative),18-23,Phool Aana (Flowering),10-15,Phal Banna (Fruiting),17-22,Tudayi (Harvesting),5-8,
Kharif,Karela (Bitter Gourd),60-80,5,Ankuran (Germination),5-7,Vridhi (Vegetative),20-25,Phool Aana (Flowering),10-15,Phal Banna (Fruiting),20-30,Tudayi (Harvesting),5-8,
Kharif,Kaddu (Pumpkin),90-120,5,Ankuran (Germination),7-10,Vridhi (Vegetative),30-40,Phool Aana (Flowering),15-20,Phal Banna (Fruiting),30-45,Pakna (Maturity),10-15,
Kharif,Tarbooj (Watermelon),80-100,5,Ankuran (Germination),7-10,Vridhi (Vegetative),25-30,Phool Aana (Flowering),15-20,Phal Banna (Fruiting),30-35,Pakna (Maturity),10-15,
Kharif,Kharbooja (Muskmelon),70-90,5,Ankuran (Germination),7-10,Vridhi (Vegetative),20-25,Phool Aana (Flowering),15-20,Phal Banna (Fruiting),25-30,Pakna (Maturity),10-12,
Kharif,Adrak (Ginger),210-240,5,Ankuran (Germination),15-20,Vridhi (Vegetative),90-120,Patti Vikas (Leaf Development),60-70,Prakand Vikas (Rhizome Development),40-50,Pakna (Maturity),10-15,
Kharif,Haldi (Turmeric),210-270,5,Ankuran (Germination),15-20,Vridhi (Vegetative),90-120,Patti Vikas (Leaf Development),70-90,Prakand Vikas (Rhizome Development),40-60,Pakna (Maturity),10-15,
Kharif,Hari Mirch (Green Chilli),60-75,5,Ankuran (Germination),10-12,Vridhi (Vegetative),20-25,Phool Aana (Flowering),15-18,Phal Banna (Fruiting),20-25,Tudayi (Harvesting),5-7,
Kharif,Sem (Beans),60-80,5,Ankuran (Germination),5-7,Vridhi (Vegetative),20-30,Phool Aana (Flowering),15-20,Phali Banna (Pod Formation),15-20,Tudayi (Harvesting),5-8,
Kharif,Shakarkand (Sweet Potato),120-150,5,Ankuran (Germination),10-15,Bel Phailaw (Vine Spreading),40-50,Kand Banna (Tuber Formation),40-50,Kand Vikas (Tuber Development),25-30,Pakna (Maturity),10-15,
Kharif,Arbi (Colocasia),180-210,5,Ankuran (Germination),15-20,Patti Vikas (Leaf Development),60-80,Kand Banna (Corm Formation),60-70,Kand Vikas (Corm Development),35-45,Pakna (Maturity),10-15,
Kharif,Madua (Barnyard Millet),75-90,5,Ankuran (Germination),5-7,Vridhi (Vegetative),25-30,Phool Aana (Flowering),15-20,Daana Bharna (Grain Filling),20-25,Pakna (Maturity),10-12,
Kharif,Kuttu (Buckwheat),70-90,5,Ankuran (Germination),5-7,Vridhi (Vegetative),25-30,Phool Aana (Flowering),15-20,Daana Bharna (Grain Filling),20-25,Pakna (Maturity),10-12,
Kharif,Chawal (Aromatic Rice),130-160,6,Nursery,28-35,Ropayi (Transplanting),5-7,Kalle Phootna (Tillering),35-40,Phool Aana (Flowering),30-35,Doodh Bharna (Milking),20-25,Pakna (Maturity),20-25
Kharif,Kala Chana (Black Chickpea),90-110,5,Ankuran (Germination),7-10,Vridhi (Vegetative),35-40,Phool Aana (Flowering),20-25,Phali Banna (Pod Formation),20-30,Pakna (Maturity),12-15,
Kharif,Rajma (Kidney Beans),90-120,5,Ankuran (Germination),7-10,Vridhi (Vegetative),35-45,Phool Aana (Flowering),20-25,Phali Banna (Pod Formation),25-35,Pakna (Maturity),10-15,
Kharif,Surajmukhi (Sunflower),90-120,5,Ankuran (Germination),7-10,Vridhi (Vegetative),35-45,Phool Aana (Flowering),20-30,Beej Bharna (Seed Filling),20-25,Pakna (Maturity),10-15,
Kharif,Kusum (Safflower),120-150,5,Ankuran (Germination),10-15,Vridhi (Vegetative),50-60,Phool Aana (Flowering),25-35,Beej Banna (Seed Formation),25-30,Pakna (Maturity),15-20,
Kharif,Tambaku (Tobacco),120-150,5,Nursery,35-45,Ropayi (Transplanting),5-7,Vridhi (Vegetative),50-60,Patti Paripakwata (Leaf Maturity),25-35,Sukhana (Curing),10-15,
Kharif,Palak (Spinach),40-50,4,Ankuran (Germination),5-7,Vridhi (Vegetative),15-20,Patti Vikas (Leaf Development),15-20,Tudayi (Harvesting),5-8,,
Kharif,Methi (Fenugreek),30-40,4,Ankuran (Germination),5-7,Vridhi (Vegetative),10-15,Patti Vikas (Leaf Development),10-15,Tudayi (Harvesting),5-7,,
Kharif,Dhaniya (Coriander),40-50,4,Ankuran (Germination),7-10,Vridhi (Vegetative),15-20,Patti Vikas (Leaf Development),15-20,Tudayi (Harvesting),5-7,,
Kharif,Chaulai (Amaranth),60-90,5,Ankuran (Germination),5-7,Vridhi (Vegetative),25-35,Phool Aana (Flowering),20-25,Beej Banna (Seed Formation),15-20,Pakna (Maturity),5-10,
Kharif,Kela (Banana),300-365,5,Ropayi (Planting),15-20,Vridhi (Vegetative),150-180,Phool Aana (Flowering),60-90,Phal Vikas (Fruit Development),60-80,Pakna (Maturity),10-15,
Kharif,Papita (Papaya),240-300,5,Ankuran (Germination),15-20,Vridhi (Vegetative),90-120,Phool Aana (Flowering),60-80,Phal Banna (Fruiting),60-90,Pakna (Maturity),20-30,
Kharif,Nariyal (Coconut),1825-2555,5,Ankuran (Germination),90-120,Yuva Avastha (Juvenile),730-1095,Phool Aana (Flowering),365-730,Phal Banna (Fruiting),365-548,Pakna (Maturity),275-365,
Kharif,Aam (Mango),1095-1460,5,Ropayi (Planting),180-365,Vridhi (Vegetative),365-730,Phool Aana (Flowering),30-45,Phal Banna (Fruiting),90-120,Pakna (Maturity),30-45,
Rabi,Gehun (Wheat),120-150,6,Ankuran (Germination),7-10,Kalle Phootna (Tillering),30-40,Tane Mein Ganth (Jointing),20-25,Bali Nikalna (Heading),15-20,Doodh Bharna (Milking),20-25,Pakna (Maturity),20-25
Rabi,Jau (Barley),110-140,6,Ankuran (Germination),7-10,Kalle Phootna (Tillering),30-35,Tane Mein Ganth (Jointing),15-20,Bali Nikalna (Heading),15-20,Doodh Bharna (Milking),20-25,Pakna (Maturity),20-25
Rabi,Chana (Chickpea),110-140,5,Ankuran (Germination),7-10,Vridhi (Vegetative),40-50,Phool Aana (Flowering),25-30,Phali Banna (Pod Formation),30-40,Pakna (Maturity),15-20,
Rabi,Matar (Pea),90-110,5,Ankuran (Germination),7-10,Vridhi (Vegetative),30-40,Phool Aana (Flowering),20-25,Phali Banna (Pod Formation),25-30,Pakna (Maturity),10-15,
Rabi,Masoor (Lentil),110-130,5,Ankuran (Germination),7-10,Vridhi (Vegetative),40-50,Phool Aana (Flowering),25-30,Phali Banna (Pod Formation),25-30,Pakna (Maturity),15-20,
Rabi,Sarson (Mustard),90-120,5,Ankuran (Germination),5-7,Vridhi (Vegetative),35-45,Phool Aana (Flowering),20-30,Phali Banna (Pod Formation),25-30,Pakna (Maturity),10-15,
Rabi,Alsi (Linseed),110-140,5,Ankuran (Germination),7-10,Vridhi (Vegetative),45-55,Phool Aana (Flowering),25-30,Phali Banna (Pod Formation),25-35,Pakna (Maturity),15-20,
Rabi,Surajmukhi (Sunflower),90-110,5,Ankuran (Germination),7-10,Vridhi (Vegetative),30-40,Phool Aana (Flowering),20-25,Beej Bharna (Seed Filling),20-25,Pakna (Maturity),10-15,
Rabi,Kusum (Safflower),120-150,5,Ankuran (Germination),10-15,Vridhi (Vegetative),50-60,Phool Aana (Flowering),25-35,Beej Banna (Seed Formation),25-30,Pakna (Maturity),15-20,
Rabi,Aloo (Potato),90-120,5,Ankuran (Germination),10-15,Vridhi (Vegetative),30-40,Kand Banna (Tuber Formation),25-35,Kand Vikas (Tuber Development),20-25,Pakna (Maturity),10-15,
Rabi,Pyaz (Onion),120-150,5,Ankuran (Germination),10-15,Vridhi (Vegetative),50-60,Kand Banna (Bulb Formation),30-40,Kand Vikas (Bulb Development),25-30,Pakna (Maturity),10-15,
Rabi,Lahsun (Garlic),150-180,5,Ankuran (Germination),15-20,Vridhi (Vegetative),60-75,Kand Banna (Bulb Formation),40-50,Kand Vikas (Bulb Development),30-35,Pakna (Maturity),10-15,
Rabi,Dhaniya (Coriander),90-110,5,Ankuran (Germination),7-10,Vridhi (Vegetative),35-45,Phool Aana (Flowering),20-25,Beej Banna (Seed Formation),20-25,Pakna (Maturity),10-12,
Rabi,Methi (Fenugreek),90-120,5,Ankuran (Germination),7-10,Vridhi (Vegetative),35-45,Phool Aana (Flowering),20-30,Phali Banna (Pod Formation),20-25,Pakna (Maturity),10-15,
Rabi,Jeera (Cumin),110-130,5,Ankuran (Germination),10-15,Vridhi (Vegetative),40-50,Phool Aana (Flowering),25-30,Beej Banna (Seed Formation),25-30,Pakna (Maturity),15-20,
Rabi,Gajar (Carrot),90-120,5,Ankuran (Germination),10-15,Patti Vikas (Leaf Development),30-40,Jad Banna (Root Formation),30-40,Jad Vikas (Root Development),20-25,Pakna (Maturity),10-15,
Rabi,Mooli (Radish),30-45,4,Ankuran (Germination),5-7,Patti Vikas (Leaf Development),10-15,Jad Vikas (Root Development),12-18,Pakna (Maturity),5-8,,
Rabi,Chukandar (Beetroot),90-120,5,Ankuran (Germination),10-15,Patti Vikas (Leaf Development),30-40,Jad Banna (Root Formation),25-35,Jad Vikas (Root Development),20-25,Pakna (Maturity),10-15,
Rabi,Shalgam (Turnip),60-90,5,Ankuran (Germination),7-10,Patti Vikas (Leaf Development),20-30,Jad Banna (Root Formation),20-30,Jad Vikas (Root Development),15-20,Pakna (Maturity),5-10,
Rabi,Pattagobhi (Cabbage),80-120,5,Ankuran (Germination),10-15,Vridhi (Vegetative),30-40,Sir Banna (Head Formation),25-40,Sir Vikas (Head Development),15-25,Pakna (Maturity),5-10,
Rabi,Phoolgobi (Cauliflower),90-130,5,Ankuran (Germination),10-15,Vridhi (Vegetative),35-45,Phool Banna (Curd Formation),30-50,Phool Vikas (Curd Development),15-20,Pakna (Maturity),5-10,
Rabi,Broccoli (Broccoli),80-110,5,Ankuran (Germination),10-15,Vridhi (Vegetative),30-40,Phool Banna (Head Formation),25-35,Phool Vikas (Head Development),15-20,Pakna (Maturity),5-10,
Rabi,Palak (Spinach),40-60,4,Ankuran (Germination),5-7,Vridhi (Vegetative),15-25,Patti Vikas (Leaf Development),15-25,Tudayi (Harvesting),5-10,,
Rabi,Salad (Lettuce),50-70,4,Ankuran (Germination),7-10,Vridhi (Vegetative),20-30,Patti Vikas (Leaf Development),20-25,Tudayi (Harvesting),5-10,,
Rabi,Tamatar (Tomato),90-120,5,Ankuran (Germination),10-15,Vridhi (Vegetative),30-40,Phool Aana (Flowering),20-25,Phal Banna (Fruiting),30-40,Pakna (Ripening),10-15,
Rabi,Baigan (Brinjal),90-120,5,Ankuran (Germination),10-15,Vridhi (Vegetative),30-40,Phool Aana (Flowering),20-25,Phal Banna (Fruiting),30-40,Tudayi (Harvesting),10-15,
Rabi,Mirch (Chilli),120-180,5,Ankuran (Germination),10-15,Vridhi (Vegetative),40-60,Phool Aana (Flowering),30-40,Phal Banna (Fruiting),40-60,Pakna (Ripening),15-20,
Rabi,Shimla Mirch (Capsicum),80-100,5,Ankuran (Germination),10-15,Vridhi (Vegetative),25-35,Phool Aana (Flowering),15-20,Phal Banna (Fruiting),25-30,Pakna (Ripening),10-12,
Rabi,Matar (Garden Pea),60-75,5,Ankuran (Germination),7-10,Vridhi (Vegetative),20-25,Phool Aana (Flowering),15-20,Phali Banna (Pod Formation),15-20,Tudayi (Harvesting),5-8,
Rabi,Sem (Broad Beans),90-120,5,Ankuran (Germination),7-10,Vridhi (Vegetative),35-45,Phool Aana (Flowering),20-25,Phali Banna (Pod Formation),25-35,Pakna (Maturity),10-15,
Rabi,French Bean (French Beans),60-80,5,Ankuran (Germination),5-7,Vridhi (Vegetative),20-30,Phool Aana (Flowering),15-20,Phali Banna (Pod Formation),15-20,Tudayi (Harvesting),5-8,
Rabi,Kheera (Cucumber),60-80,5,Ankuran (Germination),5-7,Vridhi (Vegetative),20-25,Phool Aana (Flowering),15-20,Phal Banna (Fruiting),15-25,Tudayi (Harvesting),5-8,
Rabi,Tarbooj (Watermelon),90-120,5,Ankuran (Germination),7-10,Vridhi (Vegetative),30-40,Phool Aana (Flowering),20-25,Phal Banna (Fruiting),30-40,Pakna (Maturity),10-15,
Rabi,Kharbooja (Muskmelon),80-100,5,Ankuran (Germination),7-10,Vridhi (Vegetative),25-35,Phool Aana (Flowering),15-20,Phal Banna (Fruiting),25-30,Pakna (Maturity),10-12,
Rabi,Strawberry (Strawberry),90-120,5,Ropayi (Planting),10-15,Vridhi (Vegetative),30-40,Phool Aana (Flowering),20-30,Phal Banna (Fruiting),25-35,Pakna (Maturity),10-15,
Rabi,Rai (Black Mustard),90-110,5,Ankuran (Germination),5-7,Vridhi (Vegetative),35-40,Phool Aana (Flowering),20-25,Phali Banna (Pod Formation),20-25,Pakna (Maturity),10-15,
Rabi,Toria (Toria),75-90,5,Ankuran (Germination),5-7,Vridhi (Vegetative),25-30,Phool Aana (Flowering),15-20,Phali Banna (Pod Formation),20-25,Pakna (Maturity),10-12,
Rabi,Taramira (Rocket Salad),120-150,5,Ankuran (Germination),10-15,Vridhi (Vegetative),45-60,Phool Aana (Flowering),25-35,Phali Banna (Pod Formation),30-35,Pakna (Maturity),15-20,
Rabi,Khaskhas (Poppy),120-150,5,Ankuran (Germination),10-15,Vridhi (Vegetative),45-60,Phool Aana (Flowering),30-40,Capsule Banna (Capsule Formation),25-30,Pakna (Maturity),15-20,
Rabi,Isabgol (Isabgol),110-130,5,Ankuran (Germination),10-15,Vridhi (Vegetative),40-50,Phool Aana (Flowering),25-30,Beej Banna (Seed Formation),25-30,Pakna (Maturity),15-20,
Rabi,Ajwain (Ajwain),120-150,5,Ankuran (Germination),10-15,Vridhi (Vegetative),45-60,Phool Aana (Flowering),30-40,Beej Banna (Seed Formation),25-30,Pakna (Maturity),15-20,
Rabi,Saunf (Fennel),150-180,5,Ankuran (Germination),10-15,Vridhi (Vegetative),60-75,Phool Aana (Flowering),35-45,Beej Banna (Seed Formation),35-45,Pakna (Maturity),15-20,
Rabi,Hing (Asafoetida),150-180,5,Ankuran (Germination),15-20,Vridhi (Vegetative),60-75,Phool Aana (Flowering),35-45,Raal Nikalna (Resin Extraction),30-40,Pakna (Maturity),15-20,
Rabi,Kesar (Saffron),150-180,5,Ropayi (Planting),15-20,Vridhi (Vegetative),60-75,Phool Aana (Flowering),30-45,Phool Tudayi (Flower Picking),25-35,Sukhana (Drying),20-25,
Rabi,Ganna (Sugarcane),300-365,5,Ankuran (Germination),20-30,Kalle Phootna (Tillering),60-90,Badhwar (Grand Growth),120-150,Paripakwata (Maturation),80-100,Pakna (Ripening),20-30,
Rabi,Jamun (Blackberry),1095-1460,5,Ropayi (Planting),180-365,Vridhi (Vegetative),365-730,Phool Aana (Flowering),30-45,Phal Banna (Fruiting),60-90,Pakna (Maturity),30-45,
Rabi,Amrud (Guava),730-1095,5,Ropayi (Planting),90-180,Vridhi (Vegetative),365-548,Phool Aana (Flowering),45-60,Phal Banna (Fruiting),90-120,Pakna (Maturity),45-60,
Rabi,Nimbu (Lemon),730-1095,5,Ropayi (Planting),90-180,Vridhi (Vegetative),365-548,Phool Aana (Flowering),30-45,Phal Banna (Fruiting),120-150,Pakna (Maturity),60-90,
Rabi,Santra (Orange),1095-1460,5,Ropayi (Planting),180-365,Vridhi (Vegetative),548-730,Phool Aana (Flowering),45-60,Phal Banna (Fruiting),150-180,Pakna (Maturity),90-120,
